泌阳县羊册镇王续奶粉专卖:{"lng":113.26009827017658,"lat":32.99181051228516}
联华超市   程家:{"lng":117.58838203638463,"lat":37.6482133376972}
福州连江县琯头镇琅岐妈咪宝贝:{"lng":119.56703283048734,"lat":26.142988444036824}
上海市青浦区顺来菜馆:{"lng":121.1313345289579,"lat":31.146465837293988}
上海森威食品有限公司:{"lng":121.294711878991,"lat":30.805791712153898}
宣城市和超禽业工贸有限责任公司:{"lng":119.01547960328782,"lat":30.982224199750593}
01.宝教泗塘1:{"lng":121.47279816159703,"lat":31.403554250948048}
宇满鑫食品批发:{"lng":103.147062027098,"lat":24.919267634165813}
上海紫青浦区杜成兵熟食店:{"lng":121.09142524282201,"lat":31.130862397996967}
惠氏（上海）贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
易初莲花杨高中路店43:{"lng":119.94105234159703,"lat":32.4903961215016}
上海欧尚超市有限公司(中原店):{"lng":121.54319333390315,"lat":31.276760203614913}
雀巢（中国）有限公司酿造:{"lng":104.11412925347894,"lat":37.5503394745908}
小高兴52#:{"lng":108.50910865244796,"lat":25.998909299399358}
兴化市四季香米有限公司:{"lng":119.99641814069288,"lat":32.961954308807975}
B2-1706民办新竹园中学5501②潍坊校区:{"lng":119.14263382297052,"lat":36.71611487305138}
上海肯德基有限公司丽园餐厅:{"lng":121.49299899988836,"lat":31.21637186458926}
平顺店经销(共康小区):{"lng":113.5336889763453,"lat":36.22179415309129}
河北喜多多农产品有限公司:{"lng":118.27508719195973,"lat":39.68045831419526}
上海市青浦区张庆军食品经营部:{"lng":121.09142524282201,"lat":31.130862397996967}
华升农贸:{"lng":114.35175213903828,"lat":23.02346293397388}
上海山华水果批发市场:{"lng":121.75789607621527,"lat":31.181534345032354}
上海市闵行区杨广永粮油制品店:{"lng":121.42502428093465,"lat":31.093537540382123}
上海香逸湾农副产品市场经营管理有限公司:{"lng":121.45097389480843,"lat":31.368917888387372}
上海市普陀区东伟冻品水产行:{"lng":121.39844294374956,"lat":31.263742929075534}
上海东业贸易商行:{"lng":121.48789948569473,"lat":31.24916171001514}
祖德专柜 2:{"lng":107.05574663972762,"lat":23.08432775519613}
家乐福上海曹路店:{"lng":121.37183965167057,"lat":31.184234035017052}
陆慕市场3号(黄玉兰)[加盟]:{"lng":120.62728983932362,"lat":31.36887014023686}
浦东金桥店（城市超市）:{"lng":121.60126213766245,"lat":31.245122000319473}
上海爱伦实业有限公司:{"lng":121.38651758551697,"lat":31.18714162333622}
上海浦东香格里拉大饭店:{"lng":121.52200401370324,"lat":31.22017620844741}
上海森昌豆制品厂:{"lng":121.5301761261988,"lat":31.58299449987275}
上海宏利-Tree Coffee:{"lng":121.48789948569473,"lat":31.24916171001514}
凌兆110（联华经销）:{"lng":117.58838203638463,"lat":37.6482133376972}
京家粮油有限公司:{"lng":109.52834716675686,"lat":34.51758503186428}
欧尚（嘉定2店）--140:{"lng":121.25101353755592,"lat":31.36433805543363}
上海市浦东新区云台幼儿园:{"lng":121.51532960376412,"lat":31.180845473037635}
大润发邳州店:{"lng":121.1264444349312,"lat":31.450756128475582}
建瓯房道乐乐宝宝屋:{"lng":118.33193142384376,"lat":27.03970477384211}
驻马店市驿城区乔洲副食店:{"lng":114.00828960502061,"lat":32.96835652736062}
百色68（华联）:{"lng":106.63182140365117,"lat":23.901512367910115}
上海浦东新区《吕米人》大米:{"lng":121.6384813140922,"lat":31.23089534913395}
上海保玉食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
乐购统仓:{"lng":113.6963944387051,"lat":22.829013205128177}
刘永年熟食店:{"lng":114.6416019871825,"lat":36.770200181653436}
上海同梁果品有限公司:{"lng":121.51443895181707,"lat":31.21983898815932}
榄王芝后（上海）贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
厦门市顺意达食品冷冻有限公司:{"lng":118.24334150105571,"lat":24.681672845934425}
欧尚长阳店103:{"lng":121.54410502416522,"lat":31.276431202966833}
石家庄君乐宝太行乳业有限公司:{"lng":114.52208184420766,"lat":38.048958314615454}
东阳市斗华牛排馆:{"lng":120.38081772667813,"lat":29.237426947340783}
刘言高:{"lng":116.8544952703395,"lat":37.670922927453816}
上海市妙手湘餐饮有限公司:{"lng":121.44947977469437,"lat":31.253202700889677}
乐购上海生鲜统仓:{"lng":121.58320912718447,"lat":31.35425807450281}
石光商贸（上海）有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海外滩华尔道夫酒店（新联谊）:{"lng":121.49629738458529,"lat":31.23937202083379}
上海来伊份股份有限公司:{"lng":121.32128582746864,"lat":31.128084759738037}
万有全（商职校）:{"lng":121.50025981018982,"lat":31.183840588911877}
竹园(联华):{"lng":102.76517390104244,"lat":25.076652915828817}
上海泰斯曼香精香料有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海肯德基有限公司合川餐厅:{"lng":121.38525117507005,"lat":31.192673484050342}
星火西藏店:{"lng":89.1379816840313,"lat":31.36731540271471}
上海亨如食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
民春339(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
嘉定欧尚:{"lng":121.25101353755592,"lat":31.36433805543363}
万有全（九亭菜班）:{"lng":121.50025981018982,"lat":31.183840588911877}
生姜大蒜刘:{"lng":121.73248919434573,"lat":29.83285468675216}
上海市闵行区晓琼熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
上海市金山区泽成梅食品店:{"lng":121.24840817975154,"lat":30.83508077708232}
张家桥菜场:{"lng":120.31012250782973,"lat":30.017517425928517}
北安宜品努卡乳业有限公司:{"lng":127.11154600578443,"lat":48.11594572395296}
联华（鲜得宝）--联西店:{"lng":121.39192205916005,"lat":31.28878524029499}
鲁班店（永辉超市）:{"lng":120.0017743490699,"lat":31.760645984742645}
22.世纪联华仙霞店:{"lng":121.38132721490747,"lat":31.213847556186796}
大润发太仓店:{"lng":121.12654204660453,"lat":31.450729664471385}
遵义惠恩商贸有限公司:{"lng":106.93126031648453,"lat":27.699961377076246}
上海煌兆贸易有限公司:{"lng":121.30776515635648,"lat":31.14195813480862}
上海市雅彩水果店:{"lng":121.40061823590369,"lat":31.271009546732554}
(迪士尼店）上海港品悦餐饮管理有限公司缤谷店:{"lng":121.47901425606499,"lat":31.248846427526598}
金玉调料行:{"lng":125.68743157193843,"lat":43.53525214501303}
上海台宝宝怡有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
联华 长岛:{"lng":120.75599624581044,"lat":38.07745626718024}
闻喜店:{"lng":111.31928675077734,"lat":35.37375315700039}
建桥学院临港校区-南二食堂:{"lng":121.5909906429697,"lat":31.156378392257707}
上海良友海狮油脂实业有限公司(金龙鱼）:{"lng":121.48789948569473,"lat":31.24916171001514}
上海龙渤米业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
冷冻三厂22号:{"lng":121.81171495412786,"lat":29.8875016878451}
本伟食品批发部:{"lng":114.70076701452093,"lat":36.45151100888589}
鸿丰粮油:{"lng":123.42077626507022,"lat":41.831133973420144}
上海和散那实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海宜春食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
瑞金二路店:{"lng":121.47215053452776,"lat":31.218384648934}
上海菲沃食品销售有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
聊城市莘县泉之梦奶粉店（原莘县泉眼奶粉店）:{"lng":115.55267289485022,"lat":36.139121538984156}
华润万家西安小寨OLE:{"lng":109.0273433284095,"lat":34.275510264220536}
上海元果贸易有限公司:{"lng":121.40032044762714,"lat":31.166455935798826}
东华大学（一楼）-高校餐饮(Q1H )-M:{"lng":121.42024459434678,"lat":31.213032837552788}
松隐143(农工商):{"lng":121.25495853644406,"lat":30.892274676218015}
闵行吉买盛:{"lng":121.42502428093465,"lat":31.093537540382123}
祯祥（苏州）食品有限公司:{"lng":121.11437794706673,"lat":31.454612330463675}
上海集将餐饮管理有限:{"lng":121.48789948569473,"lat":31.24916171001514}
联华高兴:{"lng":117.58838203638463,"lat":37.6482133376972}
深州市同利源农业发展有限公司:{"lng":115.58669880842099,"lat":37.95701286270159}
科技学院（石湖校教工食堂）:{"lng":116.02436080264081,"lat":28.68956984093114}
上海霖茜餐饮有限公司:{"lng":121.46145930029734,"lat":31.222388086160663}
上海市徐汇区超超水果经营部:{"lng":121.44623500472937,"lat":31.169152089592195}
北京恒盛兴业商贸中心:{"lng":116.39564503787867,"lat":39.92998577808024}
中粮（江西）永业有限公司:{"lng":115.67608236670434,"lat":27.757258443440836}
眼睛蔬菜加盟预付:{"lng":121.37146211171762,"lat":28.513911880303137}
上海市金山卫批发市场5号摊位:{"lng":121.32914258173018,"lat":30.734104136981212}
江西赣州-宋秋根:{"lng":114.9359090792838,"lat":25.84529553634676}
上海奉贤区砺志副食品店:{"lng":121.56064167963345,"lat":30.915122452605868}
上海市宝山瑞雪熟食店:{"lng":121.40904121844942,"lat":31.398622694466777}
万有全（石龙地铁大菜班）:{"lng":112.89469073779362,"lat":33.89209358775109}
扬光（联华）:{"lng":114.03680834644675,"lat":22.98870389736985}
中逸天启投资管理有限公司:{"lng":109.13620176729218,"lat":21.428938855033866}
合阳标准化市场(王岳西)（加盟）:{"lng":121.44822914657694,"lat":31.270706066658065}
桐乡市同成菜业有限公司:{"lng":120.56928440832314,"lat":30.555653642935443}
上海市青浦区大盈幼儿园:{"lng":121.10108949242043,"lat":31.213368083702015}
上海肯德基有限公司万里餐厅:{"lng":121.44689960501537,"lat":31.199462300194433}
上海市嘉定区嘉定镇街道王东熟食店:{"lng":121.24599194638598,"lat":31.378449230922477}
沪陵市场（阳洋）:{"lng":121.43324867960425,"lat":31.179246115420167}
五星菜市场(徐井桃)（加盟）:{"lng":121.42016042401882,"lat":31.25758157686781}
大同市城区维达副食商行:{"lng":113.2969658727473,"lat":40.10254286655904}
吉林延吉-刘春影:{"lng":129.47130153101367,"lat":43.05966660114006}
庙行:{"lng":121.44567454536765,"lat":31.331860358460357}
B2-1304徐汇区教师进修学院附属实验中学 $2003②:{"lng":121.43851681203024,"lat":31.144014030694713}
2号店:{"lng":120.56658910462353,"lat":32.39626756723018}
上海长宁小肥羊餐饮有限公司:{"lng":121.3876161086648,"lat":31.213301496813617}
常客隆冷链中心（赵市店）:{"lng":120.76155965373057,"lat":31.672725247579407}
上海久控实业有限公司（水产）:{"lng":120.99921733572248,"lat":31.050682063036675}
悦加天天（专卖加盟2）:{"lng":121.55060301229203,"lat":31.191192867308096}
舒城县新亚商贸中心:{"lng":116.82855911938299,"lat":31.310003081421048}
航电新事业（紫月路432号）:{"lng":112.92721820090574,"lat":30.397143636205012}
八号桥158#:{"lng":121.4773366705251,"lat":31.216780700747886}
上海溢铭酒业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海虹口区联社供销经理部农副产品市场经营管理分部:{"lng":121.49435755042975,"lat":31.287942695739563}
蓝蛙俱乐部-成都店:{"lng":104.06792346330406,"lat":30.679942845419564}
上海必胜客有限公司假日餐厅:{"lng":121.45786644476607,"lat":31.251034470405234}
上海忠琛食品有限公司:{"lng":121.3190804802552,"lat":31.106701518400598}
上海金木风酒业股份有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
徐州食品城天龙综合市场:{"lng":117.18810662317686,"lat":34.27155343109188}
上海大江食品集团股份有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
电商 大润发飞牛网-裕田:{"lng":117.2920604420975,"lat":31.899129470822782}
上海闽之味贸易有限公司:{"lng":121.49712521982464,"lat":31.30427453609167}
华东理工大学四食堂:{"lng":121.43100141925231,"lat":31.150240542587984}
杭州萧山商业城强祥食品经营部:{"lng":120.29831625547828,"lat":30.170086186972203}
味之鲜-南京秋野:{"lng":118.77807440802562,"lat":32.05723550180587}
常州厚余（蒋志荣）:{"lng":119.81086990709102,"lat":31.73007615155537}
上海宝山区加凯蔬菜经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
宝山宝教配送服务社:{"lng":131.5648359275195,"lat":46.529227981900426}
联华莲花:{"lng":113.95977686775238,"lat":27.223445481288895}
上海正元蛋品有限公司:{"lng":121.43481703838056,"lat":31.165164949204247}
张方习:{"lng":114.84005909448518,"lat":29.452848757953806}
番茄（整）-1KG*5袋/箱:{"lng":114.18867085977548,"lat":22.28313652014123}
B1-0410a马桥实验小学0201a①学生:{"lng":121.40260431482689,"lat":31.03365487700453}
合肥顺源咖啡商贸行:{"lng":117.28269909168304,"lat":31.86694226068694}
苏州市佳和:{"lng":120.61990711548988,"lat":31.317987367952437}
祁连专柜(沃尔玛):{"lng":99.71126292268251,"lat":38.3279489359692}
杨行店专柜(沃尔玛):{"lng":116.7243325829088,"lat":23.367868128279277}
招远市中意果业专业合作社:{"lng":120.40051706224612,"lat":37.34414587052448}
上海市浦东新区周浦镇新都蔬菜经营部:{"lng":121.58147294248126,"lat":31.120602314672002}
信阳市恒好商贸有限公司:{"lng":114.0854909934702,"lat":32.128582307511664}
味之鲜-台州彩龙:{"lng":121.44061293593727,"lat":28.668283285674367}
宜宾倍特孕婴商贸公司:{"lng":104.63301906152529,"lat":28.76967479626591}
山东鲁丰集团有限公司:{"lng":119.21612631764113,"lat":36.478432412705246}
浦江园）上海沀仪餐管理有限公司:{"lng":121.49094128020242,"lat":31.021740768283788}
清美食品:{"lng":121.52098845057843,"lat":31.27590199381125}
河南省南阳淅川县金河镇好娃娃孕婴超市:{"lng":111.40902466788033,"lat":33.10746227999035}
上蔬永辉-嘉定嘉涌路店:{"lng":121.3432716347405,"lat":31.275707829780597}
纪王）上海杼仪餐管:{"lng":121.28072684142171,"lat":31.24381583607936}
上海格瑞现代农业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海洪场电子商务有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
大润发吴江南店:{"lng":121.1264444349312,"lat":31.450756128475582}
上海龙发蛋品经营部:{"lng":121.48789948569473,"lat":31.24916171001514}
腾越二号:{"lng":114.01437370083424,"lat":23.066396486255723}
东方既白（上海）餐饮管理有限公司美罗城店:{"lng":121.44620959679042,"lat":31.199482409803835}
上海市松江区九亭镇成名食品经营部:{"lng":121.33564508204556,"lat":31.13840424886325}
勤强:{"lng":113.67936741709131,"lat":23.01091198744805}
泗洪县康源冷鲜肉销售中心:{"lng":118.3125512525045,"lat":33.42595526613395}
北京金雅鉴科贸易有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
上海君平调味品:{"lng":121.48789948569473,"lat":31.24916171001514}
苏州欧乐七食品:{"lng":120.61990711548988,"lat":31.317987367952437}
浦东沪南路2000号:{"lng":121.56890166980156,"lat":31.171157631087333}
上海正在国际贸易有限公司:{"lng":121.40798910210472,"lat":31.177435563222826}
益海嘉里营销有限公司:{"lng":126.54075578096251,"lat":44.07694599378406}
臻祥--江桥店:{"lng":121.35217477568379,"lat":31.26535854435243}
上海必胜客有限公司宋元路店:{"lng":121.42225046114378,"lat":31.193835623232985}
好茹粮油经营部:{"lng":118.7781422273967,"lat":32.37642593110396}
上海肯德基有限公司虹桥高铁餐厅:{"lng":120.63953471462145,"lat":27.78119733442797}
上海曼斯顿香精有限公司:{"lng":121.15969821641836,"lat":31.390247814864654}
成都荣町食品有限公司:{"lng":103.97871229395538,"lat":30.78703667977839}
新寺幼儿园:{"lng":121.46903291405195,"lat":30.871352708014687}
上海银苏贸易商行赖上家生活超市（超市加盟）:{"lng":121.46650939421333,"lat":31.255994473169178}
河津市城东晓杰奶粉专卖店:{"lng":110.70853926352623,"lat":35.63189104909055}
吉林长春龙升-韩爱军:{"lng":125.31364242720072,"lat":43.89833760709784}
松江中山东路(联华):{"lng":121.2552224586029,"lat":31.01210158736213}
上海市闵行区春艳熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
蟠龙菜店:{"lng":106.49629548869439,"lat":29.516474550475863}
上海旺德利农副产品配送服务有限公司:{"lng":121.5490354637873,"lat":31.287159545105656}
成达集团:{"lng":113.25710295207166,"lat":23.362327995290514}
陕西霍飞贸易有限公司:{"lng":109.50378929072508,"lat":35.860026261322766}
上海市蔬菜公司北蔡副食品批发交易市场:{"lng":121.56283119065678,"lat":31.189577437222656}
上海万有全集团腌腊食品厂:{"lng":121.48796811623569,"lat":31.222149530136686}
易初莲花金山店:{"lng":119.94105234159703,"lat":32.4903961215016}
今天吃什么（吉祖来）（专卖）:{"lng":121.45110133830943,"lat":31.328813926146058}
上海市金山区双赢（思启）商贸:{"lng":121.24840817975154,"lat":30.83508077708232}
上海金膳食品贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
裴顿食品(安徽)有限公司:{"lng":117.2160052075697,"lat":31.85925241707919}
凌兆89（华联）:{"lng":119.1937999573606,"lat":34.60444386600099}
上海皖鲁食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
平和西溪:{"lng":117.3025042437976,"lat":24.446632381137846}
武汉吉祥雨商贸有限公司:{"lng":114.31620010268132,"lat":30.58108412692075}
爱森:{"lng":102.75126359171654,"lat":25.038796632100865}
晋安区丰广肉制品厂（福州方石元）:{"lng":119.31492287341433,"lat":26.221752079694184}
玉兰社区:{"lng":120.93976011096694,"lat":30.84418263014601}
太仓市城厢淼旺粮油批发部:{"lng":121.15897767248318,"lat":31.571904296415354}
顾东菜场2号:{"lng":121.67049838986064,"lat":31.30200048046514}
圣元营养食品有限公司营销分公司:{"lng":104.78389126848725,"lat":29.352151392960725}
临沂10(华联吉卖盛):{"lng":118.34076823661057,"lat":35.07240907439113}
上海市宝山区舒元丽熟食店:{"lng":121.40904121844942,"lat":31.398622694466777}
金源海产（上海）:{"lng":121.48789948569473,"lat":31.24916171001514}
上海啸虎山厅餐饮管理有限公司:{"lng":121.50499256959966,"lat":31.23329162290211}
万有全（梅陇地铁司机班）:{"lng":121.50025981018982,"lat":31.183840588911877}
松江开元:{"lng":121.22679050142115,"lat":31.021244628098586}
南翔镇明华疏菜经营部:{"lng":121.32680718323483,"lat":31.30028885940645}
青浦区金泽镇青云超市:{"lng":120.92635228409463,"lat":31.042771658111587}
长江经济联合发展品股份有限公司:{"lng":117.74493316194909,"lat":30.888024499875698}
青州天米:{"lng":118.47018708791366,"lat":36.68058442583128}
B1-0606a闵行区实验小学春城校区0901a①学生:{"lng":121.37805405912076,"lat":31.11504125821726}
成都海滨米业有限责任公司:{"lng":104.06792346330406,"lat":30.679942845419564}
上海市民办新竹园中学（龙居校区）B2-1709:{"lng":121.5395304931862,"lat":31.234646345178852}
上海豫园商贸发展有限公司分公司:{"lng":121.4975314766949,"lat":31.232407662026723}
欧尚（中国）投资有限公司中原店:{"lng":121.41876886241769,"lat":29.674567733564366}
麦德龙超市 金山:{"lng":121.24840817975154,"lat":30.83508077708232}
梅陇110(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
上海沪嘉果品电商配送营销部:{"lng":121.48789948569473,"lat":31.24916171001514}
安徽五星食品股份有限公司:{"lng":118.99830810719321,"lat":30.713453612708953}
密山市金玉米业有限公司:{"lng":132.17656238974243,"lat":45.469765426971456}
国顺路486号加盟 预付1:{"lng":121.51391556428801,"lat":31.300029824329812}
真北店:{"lng":121.41461984900623,"lat":31.297179289037462}
上海市普陀区玉成熟食店:{"lng":121.39844294374956,"lat":31.263742929075534}
欧尚闵行 177:{"lng":120.66447681285908,"lat":31.31172009885386}
上海市虹口区红旗小学（食堂）:{"lng":121.48823675270184,"lat":31.30482587796684}
岚皋155(伍缘折扣超市):{"lng":108.88718069831515,"lat":32.242470474479276}
联华龙茗:{"lng":117.58838203638463,"lat":37.6482133376972}
淞良325(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
上海黄浦区民办玛诺利娅主题幼儿园:{"lng":121.4760068630651,"lat":31.23557457568807}
联华宾阳店(加盟店):{"lng":108.94049469656592,"lat":23.168344342302287}
香山1号:{"lng":112.46753019807974,"lat":22.757189727119872}
宿迁沭阳县庙头镇庙头街浩然奶粉经销部:{"lng":118.71062653028416,"lat":34.213739572645764}
昆明悦鑫商贸有限公司:{"lng":102.71460113878045,"lat":25.049153100453157}
(锦江)上海沀仪餐管理有限公司:{"lng":104.12426938461815,"lat":30.606301824621106}
华润万家沈阳青年大街OLE:{"lng":123.43519622443857,"lat":41.812233413471915}
启东宾馆:{"lng":121.6739328417915,"lat":31.815031784948758}
杭州东方道粮油食品有限公司:{"lng":120.2193754157201,"lat":30.259244461536102}
赣州市蟠龙煌家宝贝:{"lng":114.9359090792838,"lat":25.84529553634676}
上海湘贵餐饮管理有限公司:{"lng":121.37312929229799,"lat":31.243197118600207}
上海品星贸易有限公司:{"lng":121.50808566813164,"lat":31.21622403573406}
上海市铂来贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
建设银行（交大后勤）:{"lng":119.31971910724354,"lat":26.083165165778052}
宁波锦海水产食品有限公司:{"lng":121.84947656110931,"lat":29.16753161488445}
上海新阳普超市有限公司双支店:{"lng":121.5199427394224,"lat":31.274918882724542}
上海杨浦区强强副食品经营部:{"lng":121.49826718890759,"lat":31.284704476644944}
味之鲜-苏州茂悦:{"lng":120.61990711548988,"lat":31.317987367952437}
上海虔通农副产品有限公司:{"lng":121.5490354637873,"lat":31.287159545105656}
怡乐食宋庆龄学校:{"lng":121.24778001002902,"lat":31.14758763381725}
上海阳普菜市场经营管理有限公司腾越路分公司:{"lng":121.55610869801691,"lat":31.27760998609358}
昆阳259#:{"lng":102.60104986155757,"lat":24.675523542326626}
天津春发生物科技集团有限公司:{"lng":117.21081309155257,"lat":39.143929903310074}
上海惠南祥健冡禽经营店:{"lng":121.76170812547741,"lat":31.052445933397372}
李锦记（新会)食品有限公司:{"lng":113.03475113289723,"lat":22.388215069639983}
韩小馆:{"lng":100.98188742664408,"lat":22.780591794069508}
上海联家超市有限公司古北店:{"lng":121.40006781537194,"lat":31.202402076723914}
上海农飞水稻种植专业合作社:{"lng":121.18284034500029,"lat":30.814394315401398}
62183 大润发华东物流中心（南京RDC）:{"lng":118.77807440802562,"lat":32.05723550180587}
歇浦路:{"lng":121.55475191534074,"lat":31.257430654254986}
中粮万威客食品有限公司上海分公司:{"lng":113.01082836438721,"lat":22.80423014568485}
上海日新热镀锌有限公司:{"lng":121.54505589761534,"lat":30.985172338533978}
上海金山华联吉买盛购物中心有限公司:{"lng":121.16968000039768,"lat":30.90887784576012}
上海白鹿农副产品市场经营管理有限公司:{"lng":121.43214134469024,"lat":31.136189205409522}
上海牧仙神牛食品发展有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海洁浩食品销售管理有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海品谷食品有限公司:{"lng":121.52113189200227,"lat":31.068132527156163}
新疆和静县瑞和番茄制品有限公司:{"lng":86.12804378463635,"lat":42.2397657882641}
回民区金庆坤食品商行:{"lng":111.59688559509647,"lat":40.83889476378789}
特易购商业(上海)有限公司1:{"lng":121.48789948569473,"lat":31.24916171001514}
扬协成（马来西亚）有限公司:{"lng":114.18267730433013,"lat":22.282147757399187}
中漕加盟(华联):{"lng":113.8310683001063,"lat":28.462951664131246}
连云港盛飞水产品销售有限公司:{"lng":119.17387221741889,"lat":34.60154896700999}
舟山鸿明水产有限公司:{"lng":122.26314070577251,"lat":29.970031290439582}
上海新成食品有限公司:{"lng":121.71191517772041,"lat":31.244701065032718}
上海精新汽车配件有限公司:{"lng":121.54288876880983,"lat":30.873654636816106}
上海东辉食品有限公司:{"lng":121.44010909358059,"lat":31.22185229928843}
上海忠心蔬菜配送有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海老大昌食品有限公司:{"lng":121.4798834187476,"lat":31.202955120123022}
惠南:{"lng":114.15971113583906,"lat":22.291266469085862}
聊城市东昌府区拓展副食供应部:{"lng":115.90770556752933,"lat":36.45582958724597}
真北市场:{"lng":121.37870410891999,"lat":31.229411176096022}
沈阳市利通来商贸有限公司:{"lng":123.43279092160505,"lat":41.808644783515746}
大连海洋岛丰祥水产制品有限公司:{"lng":121.61537497715662,"lat":38.90904238251203}
娄山-2市场:{"lng":106.91370284546726,"lat":27.981400456905916}
上海瑞弘阳贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
兴益农贸市场:{"lng":121.216159627332,"lat":31.014980071162586}
东北四季:{"lng":119.54860106297174,"lat":26.20117237999442}
沃尔玛:{"lng":116.7243325829088,"lat":23.367868128279277}
上海避风塘餐饮管理有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海知有实业发展有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
开平广和腐乳有限公司:{"lng":112.73388005351487,"lat":22.365227180126926}
焦作大用实业有限公司:{"lng":113.21183588499157,"lat":35.234607554985935}
上海市宝山区时世清熟食店:{"lng":121.40904121844942,"lat":31.398622694466777}
天津顶连食品有限公司:{"lng":117.21081309155257,"lat":39.143929903310074}
34.渭南:{"lng":109.48393269657977,"lat":34.5023579758288}
家得利玉屏:{"lng":108.99183003691114,"lat":27.33587099435376}
上海市闵行区荆善飞水产品经营部:{"lng":121.45298585391338,"lat":31.217871708249405}
北大荒米业（苏州）有限公司:{"lng":120.61990711548988,"lat":31.317987367952437}
上海緑智农副产品配送服务有限公司:{"lng":121.5490354637873,"lat":31.287159545105656}
富燕蔬果配送有限公司:{"lng":113.33528388822394,"lat":23.18115063228544}
大润发市心店:{"lng":121.1264444349312,"lat":31.450756128475582}
普陀区教育服务配送中心《银锄湖(分)》:{"lng":121.40563979694177,"lat":31.239267534041417}
上海汉康豆类食品有限公司C(14):{"lng":121.38352842272911,"lat":31.427674309570175}
上海李泊霖果树专业合作社:{"lng":121.48789948569473,"lat":31.24916171001514}
联华超市:{"lng":117.58838203638463,"lat":37.6482133376972}
安徽亳州市谯城区宝之蓝母婴连锁（原亳州爱心金摇篮）:{"lng":115.81281423256797,"lat":33.78292440783264}
河南华英苏州经营部:{"lng":113.69402730873874,"lat":34.78794512667257}
朱家角364(农工商):{"lng":121.0637244747329,"lat":31.10899706944573}
南昌2店欧尚:{"lng":115.82630719273297,"lat":28.697508955133536}
宿州恒发食品:{"lng":116.9886924118307,"lat":33.63677238578078}
新安2#:{"lng":112.12774350043826,"lat":34.83760694667465}
上海市闵行区九度香餐饮店:{"lng":121.31458527144933,"lat":31.21584803405288}
延庆菜市场经营管理分公司:{"lng":121.45897062572945,"lat":31.222952393805233}
青浦区熊小红牛肉经营部:{"lng":121.09142524282201,"lat":31.130862397996967}
上海正顶记贸易有限公司:{"lng":121.36067912377732,"lat":31.154892653138727}
罗香(联华):{"lng":105.32093328847937,"lat":24.55655716210597}
华润五角场店:{"lng":121.52063266051171,"lat":31.30723783306279}
佳农食品(上海）有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
汕头市金平区新湖养殖场:{"lng":116.65179359137319,"lat":23.399887892781113}
芷江西路店（乐天玛特）:{"lng":121.4690429472262,"lat":31.263878260441672}
黄石278（伍缘折扣超市）:{"lng":115.05068316392396,"lat":30.21612712771406}
上海嘉里食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
家乐福昆明广福店:{"lng":102.71460113878045,"lat":25.049153100453157}
上海文畅食品有限公司有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
上海星辉蔬菜有限公司:{"lng":121.61663045279363,"lat":29.995449382446232}
兴尚购物中心:{"lng":121.3655218070358,"lat":31.354130259216923}
新疆和静县瑞和番茄制品有限责任公司:{"lng":85.20009343314912,"lat":42.82868129385321}
上海欣天国际贸易有限公司:{"lng":121.40798910210472,"lat":31.177435563222826}
华山北院:{"lng":126.68931070938498,"lat":45.75744068109403}
麦德龙青浦店--173:{"lng":121.13425852507083,"lat":31.146882962199463}
